2213,508,103
2313,1631,224
119,165,19
2216,410,103
1798,1267,179
3484,1644,251
1682,0,0
1696,970,129
4794,2189,276
321,182,73
1730,1166,156
368,176,37
133,35,11
4553,2527,416
4106,1801,253
2008,1461,184
4471,816,142
795,383,71
5245,0,0
1522,336,64
143,149,18
1002,0,0
513,0,0
303,297,70
333,159,59
2904,2257,263
2723,0,0
139,68,12
2656,1381,170
4950,1036,167
4354,2665,373
4318,1688,256
3541,1445,231
3885,894,138
86,19,15
325,83,34
845,764,104
1796,929,112
2660,0,0
1476,394,63
535,318,44
154,172,24
938,0,0
2544,614,103
4608,873,150
6085,0,0
3614,700,123
4613,2782,374
2610,1741,230
266,146,27
242,210,35
2557,0,0
2004,0,0
314,189,45
3141,766,114
311,90,40
1862,458,59
4531,0,0
262,130,46
1322,1026,154
2876,2394,319
385,325,53
2624,1701,228
268,170,45
5014,0,0
920,204,55
1690,0,0
2365,1746,257
2822,588,102
2441,662,98
2810,1841,245
759,562,89
300,94,33
4871,3742,500
1229,569,100
2120,1644,215
2713,0,0
1845,0,0
200,53,38
260,126,41
2192,443,79
1713,449,63
163,153,31
3462,811,122
2827,572,96
193,173,29
1717,409,61
3698,3119,396
2427,0,0
2342,1001,202
630,167,33
293,185,61
2986,2085,303
321,150,51
2624,574,96
252,212,45
963,512,100
114,111,48
740,0,0
3004,619,96
2973,3112,349
3019,619,107
5008,2969,407
1874,1310,199
209,0,0
549,276,56
361,297,61
196,0,0
3312,768,104
623,503,88
2943,1052,208
2986,555,100
2253,596,100
3642,2809,364
471,431,70
2758,1152,164
689,444,77
936,617,97
4922,917,152
2302,1488,212
4633,4160,439
2538,1886,240
3987,1847,261
2214,445,77
2872,1363,186
1944,2009,239
188,0,0
2422,0,0
3148,2148,290
5235,1055,203
4194,0,0
2358,924,168
3385,0,0
2709,501,102
268,250,46
2108,2058,251
1535,1350,180
2270,2135,270
1475,960,161
243,0,0
3663,0,0
2444,499,85
202,201,34
563,325,64
1948,0,0
3704,3108,359
778,0,0
177,0,0
4846,4412,454
1211,300,59
251,0,0
654,178,37
3252,1472,211
3109,610,105
4312,811,147
2564,575,83
1679,844,121
266,140,39
2999,1114,196
2118,1937,233
239,0,0
2168,1807,262
2278,492,97
3263,3182,341
4407,4167,445
684,0,0
4706,1802,266
2880,2029,299
1798,447,66
998,519,130
2889,1154,165
2670,1170,162
3270,2562,320
388,102,50
308,232,47
2557,0,0
440,0,0
267,160,49
2525,1407,189
1055,214,35
292,0,0
974,0,0
1789,0,0
4916,1033,147
4659,3437,487
2825,1448,240
916,0,0
4117,2270,344
2965,1171,173
271,213,48
988,0,0
2121,0,0
1522,1490,183
780,164,35
2565,1014,145
895,744,118
849,0,0
3311,0,0
2179,523,79
1348,1047,156
99,79,13
393,0,0
324,180,50
746,689,96
997,165,53
1915,1884,234
2387,1925,237
562,0,0
292,73,41
261,99,35
4053,3708,439
218,52,17
1652,740,134
3508,744,124
293,68,31
359,271,45
3537,2899,339
3826,730,122
470,107,28
2810,2194,275
3258,0,0
2085,1434,209
